student_id,student_email,student_account_status,student_role,course_id,course_code,course_status,program_name,enrollment_status,enrollment_type,course_fee,duration_value,duration_unit,instructor_count,days_since_enrollment,attendance_total_sessions,attendance_present_count,attendance_late_count,attendance_absent_count,attendance_excused_count,attendance_percentage,completed_class_sessions,scheduled_class_sessions,cancelled_class_sessions,online_session_count,physical_session_count,materials_total,pdf_material_count,video_material_count,external_url_material_count,exams_available,exams_attempted,exams_submitted,exams_graded,avg_exam_percentage,best_exam_percentage,lowest_exam_percentage,passed_exam_count,failed_exam_count,manual_pending_grade_count,flagged_answer_count,avg_question_score_percentage,payment_status,successful_payment_count,failed_payment_count,total_paid_amount,invoice_count,support_ticket_count,open_ticket_count,critical_ticket_count,academic_ticket_count,technical_ticket_count,finance_ticket_count,appointment_count,completed_appointment_count,cancelled_appointment_count,last_activity_days_ago,performance_category
420,student0420@student.hitech.lk,ACTIVE,STUDENT,2,SE-WEB-120,DRAFT,Data Science,REMOVED,ADMIN_ONLY,25000.0,16,WEEKS,3,26,3,0,1,2,0,16.67,28,10,0,16,22,9,5,4,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,FAILED,0,1,0.0,0,1,1,0,1,0,0,0,0,0,87,Low
829,student0829@student.hitech.lk,ACTIVE,STUDENT,12,GD-UIUX-101,ACTIVE,Business Management,COMPLETED,ADMIN_ONLY,45000.0,8,WEEKS,1,230,12,10,0,2,0,83.33,12,2,0,6,8,14,4,5,5,3,2,2,2,73.73,74.94,72.53,2,0,0,2,73.6,SUCCESS,2,1,45000.0,1,0,0,0,0,0,0,2,1,1,9,Average
163,student0163@student.hitech.lk,ACTIVE,STUDENT,4,DS-PY-101,ACTIVE,Business Management,ACTIVE,OPEN,50000.0,4,MONTHS,2,111,16,9,1,6,0,59.38,28,5,0,29,4,7,3,2,2,3,2,2,2,72.13,74.18,70.08,2,0,0,0,70.2,SUCCESS,1,0,50000.0,1,1,0,0,0,0,1,0,0,0,17,Average
764,student0764@student.hitech.lk,ACTIVE,STUDENT,12,GD-UIUX-101,ACTIVE,Business Management,ACTIVE,ADMIN_ONLY,45000.0,8,WEEKS,1,71,9,3,2,4,0,44.44,12,2,0,6,8,14,4,5,5,3,2,2,2,56.33,59.69,52.97,2,0,0,0,51.82,PENDING,0,1,0.0,1,1,0,0,0,0,1,1,1,0,24,Medium
829,student0829@student.hitech.lk,ACTIVE,STUDENT,4,DS-PY-101,ACTIVE,Business Management,ACTIVE,OPEN,50000.0,4,MONTHS,2,46,5,4,0,0,1,95.0,28,5,0,29,4,7,3,2,2,3,2,2,2,71.99,75.27,68.72,2,0,0,1,69.66,SUCCESS,1,0,50000.0,1,0,0,0,0,0,0,0,0,0,15,Average
174,student0174@student.hitech.lk,ACTIVE,STUDENT,5,DS-ML-210,ACTIVE,Digital Marketing,ACTIVE,OPEN,45000.0,10,WEEKS,2,211,8,6,0,1,1,84.38,8,9,1,16,1,5,2,3,0,5,3,2,2,59.5,63.09,55.92,2,0,0,0,58.9,SUCCESS,1,0,45000.0,1,0,0,0,0,0,0,3,2,1,15,Average
603,student0603@student.hitech.lk,ACTIVE,STUDENT,1,SE-JAVA-101,ACTIVE,Software Engineering,ACTIVE,OPEN,40000.0,3,WEEKS,2,21,3,0,2,1,0,33.33,15,10,1,14,11,12,4,7,1,4,2,1,1,62.24,62.24,62.24,1,0,0,1,61.47,SUCCESS,1,0,40000.0,1,1,0,0,1,0,0,3,1,2,28,Medium
448,student0448@student.hitech.lk,ACTIVE,STUDENT,6,CY-SEC-110,ACTIVE,Information Technology,REMOVED,OPEN,50000.0,16,WEEKS,1,6,0,0,0,0,0,0.0,20,9,0,15,14,17,4,8,5,5,2,2,2,65.39,77.85,52.93,2,0,0,1,67.33,PENDING,0,0,0.0,1,0,0,0,0,0,0,0,0,0,16,Average
27,student0027@student.hitech.lk,ACTIVE,STUDENT,2,SE-WEB-120,DRAFT,Data Science,ACTIVE,ADMIN_ONLY,25000.0,16,WEEKS,3,42,0,0,0,0,0,0.0,28,10,0,16,22,9,5,4,0,1,1,1,1,69.35,69.35,69.35,1,0,0,0,73.87,SUCCESS,2,1,25000.0,1,0,0,0,0,0,0,3,3,0,16,Average
19,student0019@student.hitech.lk,ACTIVE,STUDENT,4,DS-PY-101,ACTIVE,Business Management,COMPLETED,OPEN,50000.0,4,MONTHS,2,173,28,13,2,13,0,50.0,28,5,0,29,4,7,3,2,2,3,1,1,0,0.0,0.0,0.0,0,0,1,0,0.0,SUCCESS,1,0,50000.0,1,0,0,0,0,0,0,2,0,2,34,Medium
814,student0814@student.hitech.lk,PENDING_VERIFICATION,STUDENT,5,DS-ML-210,ACTIVE,Digital Marketing,ACTIVE,OPEN,45000.0,10,WEEKS,2,63,7,2,2,3,0,42.86,8,9,1,16,1,5,2,3,0,5,4,4,4,65.05,73.14,60.76,4,0,0,0,67.32,SUCCESS,1,0,45000.0,1,1,0,0,1,0,0,2,0,2,28,Medium
233,student0233@student.hitech.lk,ACTIVE,STUDENT,8,BM-MGMT-201,ACTIVE,Graphic Design,ACTIVE,ADMIN_ONLY,50000.0,3,WEEKS,2,79,7,2,2,2,1,53.57,7,6,0,10,3,13,7,5,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,SUCCESS,1,0,50000.0,1,1,1,0,1,0,0,1,1,0,16,Medium
449,student0449@student.hitech.lk,ACTIVE,STUDENT,8,BM-MGMT-201,ACTIVE,Graphic Design,COMPLETED,ADMIN_ONLY,50000.0,3,WEEKS,2,131,7,5,1,1,0,78.57,7,6,0,10,3,13,7,5,1,1,1,1,1,64.7,64.7,64.7,1,0,0,0,59.44,SUCCESS,1,0,50000.0,1,0,0,0,0,0,0,1,1,0,6,Average
701,student0701@student.hitech.lk,PENDING_VERIFICATION,STUDENT,8,BM-MGMT-201,ACTIVE,Graphic Design,ACTIVE,ADMIN_ONLY,50000.0,3,WEEKS,2,23,3,0,1,1,1,41.67,7,6,0,10,3,13,7,5,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,PENDING,0,0,0.0,1,3,1,1,1,0,2,0,0,0,91,Low
407,student0407@student.hitech.lk,ACTIVE,STUDENT,2,SE-WEB-120,DRAFT,Data Science,ACTIVE,ADMIN_ONLY,25000.0,16,WEEKS,3,140,3,2,1,0,0,83.33,28,10,0,16,22,9,5,4,0,1,1,1,1,86.15,86.15,86.15,1,0,0,0,82.09,SUCCESS,3,0,25000.0,1,0,0,0,0,0,0,1,1,0,1,Good
67,student0067@student.hitech.lk,ACTIVE,STUDENT,3,SE-DB-130,ACTIVE,Cybersecurity,COMPLETED,OPEN,50000.0,4,MONTHS,1,237,26,24,0,2,0,92.31,26,8,2,32,2,9,3,4,2,4,2,2,2,67.1,72.68,61.51,2,0,0,0,55.91,SUCCESS,1,0,50000.0,1,0,0,0,0,0,0,1,0,1,16,Average
758,student0758@student.hitech.lk,ACTIVE,STUDENT,11,CC-AWS-101,ACTIVE,Cybersecurity,ACTIVE,ADMIN_ONLY,40000.0,12,WEEKS,1,175,4,0,1,2,1,31.25,4,14,0,4,14,7,2,3,2,4,1,1,1,40.07,40.07,40.07,0,1,0,3,35.0,FAILED,0,1,0.0,0,2,1,0,1,1,0,0,0,0,52,Low
71,student0071@student.hitech.lk,ACTIVE,STUDENT,7,BM-COMM-110,ACTIVE,Cloud Computing,COMPLETED,OPEN,35000.0,3,WEEKS,1,218,13,4,0,9,0,30.77,13,3,3,7,9,11,3,5,3,1,1,1,1,65.46,65.46,65.46,1,0,0,0,61.07,PENDING,0,1,0.0,1,1,0,0,0,0,1,0,0,0,33,Medium
7,student0007@student.hitech.lk,ACTIVE,STUDENT,5,DS-ML-210,ACTIVE,Digital Marketing,ACTIVE,OPEN,45000.0,10,WEEKS,2,85,8,4,2,2,0,62.5,8,9,1,16,1,5,2,3,0,5,3,3,3,55.57,62.67,49.06,2,1,0,2,50.59,PENDING,0,0,0.0,1,1,0,0,0,0,1,1,0,1,33,Medium
88,student0088@student.hitech.lk,ACTIVE,STUDENT,11,CC-AWS-101,ACTIVE,Cybersecurity,REMOVED,ADMIN_ONLY,40000.0,12,WEEKS,1,77,4,0,2,2,0,25.0,4,14,0,4,14,7,2,3,2,4,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,PENDING,0,1,0.0,1,3,1,0,1,1,1,1,1,0,35,Low
312,student0312@student.hitech.lk,ACTIVE,STUDENT,3,SE-DB-130,ACTIVE,Cybersecurity,REMOVED,OPEN,50000.0,4,MONTHS,1,40,4,1,1,0,2,75.0,26,8,2,32,2,9,3,4,2,4,2,2,2,34.02,43.2,24.85,0,2,0,2,30.33,PENDING,0,1,0.0,1,1,1,0,0,0,1,0,0,0,79,Low
396,student0396@student.hitech.lk,ACTIVE,STUDENT,7,BM-COMM-110,ACTIVE,Cloud Computing,ACTIVE,OPEN,35000.0,3,WEEKS,1,105,13,11,0,1,1,90.38,13,3,3,7,9,11,3,5,3,1,1,1,1,96.09,96.09,96.09,1,0,0,0,98.45,SUCCESS,2,0,35000.0,2,0,0,0,0,0,0,0,0,0,2,Good
438,student0438@student.hitech.lk,ACTIVE,STUDENT,11,CC-AWS-101,ACTIVE,Cybersecurity,COMPLETED,ADMIN_ONLY,40000.0,12,WEEKS,1,111,4,0,4,0,0,50.0,4,14,0,4,14,7,2,3,2,4,3,3,3,78.43,94.21,68.14,3,0,0,0,73.95,SUCCESS,1,0,40000.0,1,0,0,0,0,0,0,1,0,1,3,Good
722,student0722@student.hitech.lk,ACTIVE,STUDENT,3,SE-DB-130,ACTIVE,Cybersecurity,ACTIVE,OPEN,50000.0,4,MONTHS,1,57,7,7,0,0,0,100.0,26,8,2,32,2,9,3,4,2,4,4,4,4,93.64,98.14,89.06,4,0,0,0,88.41,SUCCESS,1,0,50000.0,1,0,0,0,0,0,0,2,2,0,3,Good
229,student0229@student.hitech.lk,ACTIVE,STUDENT,4,DS-PY-101,ACTIVE,Business Management,ACTIVE,OPEN,50000.0,4,MONTHS,2,93,13,7,2,4,0,61.54,28,5,0,29,4,7,3,2,2,3,2,2,2,68.46,76.96,59.95,2,0,0,1,69.08,SUCCESS,2,0,50000.0,1,2,1,0,0,0,2,2,1,1,15,Average
390,student0390@student.hitech.lk,ACTIVE,STUDENT,11,CC-AWS-101,ACTIVE,Cybersecurity,ACTIVE,ADMIN_ONLY,40000.0,12,WEEKS,1,79,4,3,0,1,0,75.0,4,14,0,4,14,7,2,3,2,4,3,2,1,74.76,74.76,74.76,1,0,1,1,71.33,SUCCESS,1,0,40000.0,1,0,0,0,0,0,0,1,1,0,16,Average
379,student0379@student.hitech.lk,ACTIVE,STUDENT,7,BM-COMM-110,ACTIVE,Cloud Computing,COMPLETED,OPEN,35000.0,3,WEEKS,1,129,13,9,0,4,0,69.23,13,3,3,7,9,11,3,5,3,1,1,1,1,72.21,72.21,72.21,1,0,0,1,71.4,SUCCESS,2,0,35000.0,2,1,0,0,0,0,1,0,0,0,9,Average
313,student0313@student.hitech.lk,ACTIVE,STUDENT,3,SE-DB-130,ACTIVE,Cybersecurity,ACTIVE,OPEN,50000.0,4,MONTHS,1,51,6,1,2,3,0,33.33,26,8,2,32,2,9,3,4,2,4,1,1,1,33.62,33.62,33.62,0,1,0,2,37.16,SUCCESS,1,0,50000.0,1,3,1,1,2,1,0,0,0,0,44,Low
712,student0712@student.hitech.lk,ACTIVE,STUDENT,9,DM-SEO-101,ARCHIVED,Software Engineering,ACTIVE,OPEN,30000.0,12,WEEKS,2,139,13,10,1,0,2,92.31,13,2,0,5,10,13,4,6,3,5,3,3,3,63.5,71.96,56.18,3,0,0,2,66.21,PENDING,0,1,0.0,1,0,0,0,0,0,0,2,2,0,7,Average
95,student0095@student.hitech.lk,ACTIVE,STUDENT,6,CY-SEC-110,ACTIVE,Information Technology,ACTIVE,OPEN,50000.0,16,WEEKS,1,90,16,12,0,2,2,84.38,20,9,0,15,14,17,4,8,5,5,4,4,4,61.13,68.9,51.89,4,0,0,1,58.99,SUCCESS,2,0,50000.0,1,0,0,0,0,0,0,1,1,0,6,Average
593,student0593@student.hitech.lk,ACTIVE,STUDENT,1,SE-JAVA-101,ACTIVE,Software Engineering,ACTIVE,OPEN,40000.0,3,WEEKS,2,91,15,11,0,4,0,73.33,15,10,1,14,11,12,4,7,1,4,3,2,2,72.13,79.25,65.0,2,0,0,0,65.84,SUCCESS,1,0,40000.0,1,1,0,0,0,1,0,0,0,0,18,Average
138,student0138@student.hitech.lk,ACTIVE,STUDENT,9,DM-SEO-101,ARCHIVED,Software Engineering,COMPLETED,OPEN,30000.0,12,WEEKS,2,133,13,12,0,1,0,92.31,13,2,0,5,10,13,4,6,3,5,5,4,4,94.59,100.0,86.97,4,0,0,1,94.96,SUCCESS,1,2,30000.0,2,0,0,0,0,0,0,0,0,0,0,Good
267,student0267@student.hitech.lk,PENDING_VERIFICATION,STUDENT,12,GD-UIUX-101,ACTIVE,Business Management,ACTIVE,ADMIN_ONLY,45000.0,8,WEEKS,1,77,9,1,3,3,2,44.44,12,2,0,6,8,14,4,5,5,3,1,0,0,0.0,0.0,0.0,0,0,0,1,0.0,FAILED,0,1,0.0,1,0,0,0,0,0,0,0,0,0,67,Low
643,student0643@student.hitech.lk,PENDING_VERIFICATION,STUDENT,1,SE-JAVA-101,ACTIVE,Software Engineering,REMOVED,OPEN,40000.0,3,WEEKS,2,5,0,0,0,0,0,0.0,15,10,1,14,11,12,4,7,1,4,1,1,1,15.98,15.98,15.98,0,1,0,0,14.7,FAILED,0,1,0.0,1,2,1,0,0,1,1,0,0,0,71,Low
642,student0642@student.hitech.lk,ACTIVE,STUDENT,9,DM-SEO-101,ARCHIVED,Software Engineering,COMPLETED,OPEN,30000.0,12,WEEKS,2,152,13,10,1,2,0,80.77,13,2,0,5,10,13,4,6,3,5,3,3,3,71.16,73.31,68.84,3,0,0,0,73.84,SUCCESS,1,0,30000.0,1,0,0,0,0,0,0,1,0,1,10,Average
42,student0042@student.hitech.lk,ACTIVE,STUDENT,6,CY-SEC-110,ACTIVE,Information Technology,ACTIVE,OPEN,50000.0,16,WEEKS,1,29,4,1,1,2,0,37.5,20,9,0,15,14,17,4,8,5,5,3,3,3,62.75,65.64,59.33,3,0,0,2,66.27,PENDING,0,0,0.0,1,1,1,0,1,0,0,1,0,1,23,Medium
455,student0455@student.hitech.lk,PENDING_VERIFICATION,STUDENT,9,DM-SEO-101,ARCHIVED,Software Engineering,COMPLETED,OPEN,30000.0,12,WEEKS,2,171,13,9,1,2,1,78.85,13,2,0,5,10,13,4,6,3,5,4,4,4,67.4,69.41,62.0,4,0,0,0,66.21,PENDING,0,0,0.0,1,0,0,0,0,0,0,0,0,0,21,Average
231,student0231@student.hitech.lk,ACTIVE,STUDENT,4,DS-PY-101,ACTIVE,Business Management,ACTIVE,OPEN,50000.0,4,MONTHS,2,49,8,4,1,3,0,56.25,28,5,0,29,4,7,3,2,2,3,2,2,2,73.82,79.29,68.36,2,0,0,0,79.49,SUCCESS,1,0,50000.0,1,0,0,0,0,0,0,2,2,0,10,Average
244,student0244@student.hitech.lk,ACTIVE,STUDENT,3,SE-DB-130,ACTIVE,Cybersecurity,REMOVED,OPEN,50000.0,4,MONTHS,1,27,4,0,2,2,0,25.0,26,8,2,32,2,9,3,4,2,4,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,FAILED,0,1,0.0,1,3,1,2,2,1,0,1,0,1,58,Low
848,student0848@student.hitech.lk,INACTIVE,STUDENT,10,IT-NET-100,ARCHIVED,Data Science,REMOVED,OPEN,35000.0,8,WEEKS,1,29,4,0,2,1,1,43.75,26,8,0,16,18,14,5,7,2,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,SUCCESS,1,0,35000.0,1,3,0,0,0,1,2,0,0,0,30,Medium
162,student0162@student.hitech.lk,ACTIVE,STUDENT,8,BM-MGMT-201,ACTIVE,Graphic Design,REMOVED,ADMIN_ONLY,50000.0,3,WEEKS,2,107,7,1,2,3,1,39.29,7,6,0,10,3,13,7,5,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,PENDING,0,0,0.0,1,5,0,3,2,2,1,0,0,0,77,Low
659,student0659@student.hitech.lk,ACTIVE,STUDENT,8,BM-MGMT-201,ACTIVE,Graphic Design,COMPLETED,ADMIN_ONLY,50000.0,3,WEEKS,2,83,7,3,3,1,0,64.29,7,6,0,10,3,13,7,5,1,1,1,1,1,93.24,93.24,93.24,1,0,0,0,99.53,PENDING,0,0,0.0,1,1,1,0,0,1,0,0,0,0,5,Good
772,student0772@student.hitech.lk,ACTIVE,STUDENT,4,DS-PY-101,ACTIVE,Business Management,ACTIVE,OPEN,50000.0,4,MONTHS,2,178,20,15,1,3,1,81.25,28,5,0,29,4,7,3,2,2,3,1,1,1,42.78,42.78,42.78,0,1,0,1,43.67,SUCCESS,2,0,50000.0,1,1,0,0,0,0,1,0,0,0,18,Medium
188,student0188@student.hitech.lk,ACTIVE,STUDENT,12,GD-UIUX-101,ACTIVE,Business Management,ACTIVE,ADMIN_ONLY,45000.0,8,WEEKS,1,228,12,10,2,0,0,91.67,12,2,0,6,8,14,4,5,5,3,3,3,3,98.46,100.0,95.37,3,0,0,0,97.63,PENDING,0,1,0.0,1,1,1,0,0,0,1,3,3,0,6,Good
205,student0205@student.hitech.lk,PENDING_VERIFICATION,STUDENT,4,DS-PY-101,ACTIVE,Business Management,COMPLETED,OPEN,50000.0,4,MONTHS,2,103,19,14,1,3,1,80.26,28,5,0,29,4,7,3,2,2,3,2,2,2,87.1,87.46,86.73,2,0,0,0,86.44,SUCCESS,1,0,50000.0,2,1,0,0,0,0,1,1,1,0,16,Good
477,student0477@student.hitech.lk,ACTIVE,STUDENT,10,IT-NET-100,ARCHIVED,Data Science,REMOVED,OPEN,35000.0,8,WEEKS,1,6,0,0,0,0,0,0.0,26,8,0,16,18,14,5,7,2,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,SUCCESS,1,0,35000.0,1,3,1,0,2,0,1,0,0,0,59,Low
576,student0576@student.hitech.lk,ACTIVE,STUDENT,5,DS-ML-210,ACTIVE,Digital Marketing,ACTIVE,OPEN,45000.0,10,WEEKS,2,74,8,4,2,2,0,62.5,8,9,1,16,1,5,2,3,0,5,5,5,5,61.03,68.12,51.98,5,0,0,0,65.94,SUCCESS,1,2,45000.0,1,0,0,0,0,0,0,0,0,0,14,Average
481,student0481@student.hitech.lk,ACTIVE,STUDENT,10,IT-NET-100,ARCHIVED,Data Science,ACTIVE,OPEN,35000.0,8,WEEKS,1,128,15,8,1,6,0,56.67,26,8,0,16,18,14,5,7,2,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,SUCCESS,2,0,35000.0,1,2,0,0,2,0,0,0,0,0,29,Medium
373,student0373@student.hitech.lk,ACTIVE,STUDENT,9,DM-SEO-101,ARCHIVED,Software Engineering,COMPLETED,OPEN,30000.0,12,WEEKS,2,120,13,6,1,5,1,55.77,13,2,0,5,10,13,4,6,3,5,3,3,3,41.76,59.2,18.72,1,2,0,0,41.06,SUCCESS,1,0,30000.0,1,0,0,0,0,0,0,0,0,0,10,Medium
114,student0114@student.hitech.lk,ACTIVE,STUDENT,4,DS-PY-101,ACTIVE,Business Management,COMPLETED,OPEN,50000.0,4,MONTHS,2,116,22,15,1,6,0,70.45,28,5,0,29,4,7,3,2,2,3,3,3,3,63.12,68.72,52.15,3,0,0,1,65.16,SUCCESS,1,0,50000.0,1,0,0,0,0,0,0,0,0,0,5,Average
710,student0710@student.hitech.lk,ACTIVE,STUDENT,4,DS-PY-101,ACTIVE,Business Management,ACTIVE,OPEN,50000.0,4,MONTHS,2,91,14,12,2,0,0,92.86,28,5,0,29,4,7,3,2,2,3,3,3,3,93.45,96.8,91.66,3,0,0,1,98.15,SUCCESS,1,0,50000.0,1,0,0,0,0,0,0,0,0,0,4,Good
131,student0131@student.hitech.lk,INACTIVE,STUDENT,10,IT-NET-100,ARCHIVED,Data Science,ACTIVE,OPEN,35000.0,8,WEEKS,1,153,26,12,1,13,0,48.08,26,8,0,16,18,14,5,7,2,1,1,1,1,53.72,53.72,53.72,1,0,0,1,55.37,SUCCESS,1,0,35000.0,1,1,0,0,0,0,1,0,0,0,56,Medium
701,student0701@student.hitech.lk,ACTIVE,STUDENT,11,CC-AWS-101,ACTIVE,Cybersecurity,ACTIVE,ADMIN_ONLY,40000.0,12,WEEKS,1,102,4,2,1,1,0,62.5,4,14,0,4,14,7,2,3,2,4,4,3,3,84.41,96.31,76.92,3,0,0,0,80.47,SUCCESS,1,1,40000.0,1,1,0,0,0,0,1,0,0,0,4,Good
738,student0738@student.hitech.lk,ACTIVE,STUDENT,11,CC-AWS-101,ACTIVE,Cybersecurity,ACTIVE,ADMIN_ONLY,40000.0,12,WEEKS,1,110,4,3,0,0,1,93.75,4,14,0,4,14,7,2,3,2,4,4,4,4,86.65,92.81,77.67,4,0,0,0,92.02,SUCCESS,2,0,40000.0,1,2,0,0,0,1,1,1,1,0,1,Good
213,student0213@student.hitech.lk,ACTIVE,STUDENT,8,BM-MGMT-201,ACTIVE,Graphic Design,REMOVED,ADMIN_ONLY,50000.0,3,WEEKS,2,50,5,0,2,1,2,50.0,7,6,0,10,3,13,7,5,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,PENDING,0,0,0.0,1,2,1,0,1,0,1,1,0,1,51,Low
496,student0496@student.hitech.lk,ACTIVE,STUDENT,10,IT-NET-100,ARCHIVED,Data Science,ACTIVE,OPEN,35000.0,8,WEEKS,1,127,14,10,1,1,2,85.71,26,8,0,16,18,14,5,7,2,1,1,1,1,81.5,81.5,81.5,1,0,0,0,80.01,SUCCESS,1,0,35000.0,1,1,0,1,0,0,1,1,0,1,15,Average
761,student0761@student.hitech.lk,ACTIVE,STUDENT,10,IT-NET-100,ARCHIVED,Data Science,COMPLETED,OPEN,35000.0,8,WEEKS,1,80,12,10,0,2,0,83.33,26,8,0,16,18,14,5,7,2,1,1,1,1,93.97,93.97,93.97,1,0,0,0,91.72,SUCCESS,1,0,35000.0,1,0,0,0,0,0,0,1,1,0,2,Good
589,student0589@student.hitech.lk,ACTIVE,STUDENT,10,IT-NET-100,ARCHIVED,Data Science,ACTIVE,OPEN,35000.0,8,WEEKS,1,85,11,5,1,5,0,50.0,26,8,0,16,18,14,5,7,2,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,PENDING,0,1,0.0,1,1,1,0,1,0,0,0,0,0,25,Low
308,student0308@student.hitech.lk,ACTIVE,STUDENT,1,SE-JAVA-101,ACTIVE,Software Engineering,ACTIVE,OPEN,40000.0,3,WEEKS,2,58,8,6,1,1,0,81.25,15,10,1,14,11,12,4,7,1,4,4,4,4,59.1,68.82,50.79,4,0,0,0,59.11,PENDING,0,0,0.0,1,0,0,0,0,0,0,1,1,0,3,Average
412,student0412@student.hitech.lk,ACTIVE,STUDENT,8,BM-MGMT-201,ACTIVE,Graphic Design,ACTIVE,ADMIN_ONLY,50000.0,3,WEEKS,2,35,6,0,4,2,0,33.33,7,6,0,10,3,13,7,5,1,1,1,1,1,58.23,58.23,58.23,1,0,0,1,62.01,FAILED,0,2,0.0,0,2,0,0,1,0,1,0,0,0,18,Medium
460,student0460@student.hitech.lk,ACTIVE,STUDENT,1,SE-JAVA-101,ACTIVE,Software Engineering,ACTIVE,OPEN,40000.0,3,WEEKS,2,119,14,12,1,1,0,89.29,15,10,1,14,11,12,4,7,1,4,2,2,2,63.4,64.24,62.57,2,0,0,0,57.66,SUCCESS,2,0,40000.0,1,1,0,0,0,1,0,1,1,0,5,Average
694,student0694@student.hitech.lk,ACTIVE,STUDENT,11,CC-AWS-101,ACTIVE,Cybersecurity,ACTIVE,ADMIN_ONLY,40000.0,12,WEEKS,1,77,4,1,2,1,0,50.0,4,14,0,4,14,7,2,3,2,4,2,2,2,47.41,52.41,42.41,1,1,0,2,46.87,SUCCESS,2,0,40000.0,1,1,0,0,0,0,1,0,0,0,20,Medium
107,student0107@student.hitech.lk,ACTIVE,STUDENT,6,CY-SEC-110,ACTIVE,Information Technology,ACTIVE,OPEN,50000.0,16,WEEKS,1,63,9,7,0,2,0,77.78,20,9,0,15,14,17,4,8,5,5,3,3,3,57.66,67.46,45.22,2,1,0,0,60.51,SUCCESS,1,0,50000.0,1,1,0,0,0,0,1,0,0,0,11,Medium
85,student0085@student.hitech.lk,ACTIVE,STUDENT,7,BM-COMM-110,ACTIVE,Cloud Computing,COMPLETED,OPEN,35000.0,3,WEEKS,1,215,13,4,0,9,0,30.77,13,3,3,7,9,11,3,5,3,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,SUCCESS,1,0,35000.0,1,5,3,1,3,1,1,0,0,0,58,Low
699,student0699@student.hitech.lk,ACTIVE,STUDENT,6,CY-SEC-110,ACTIVE,Information Technology,ACTIVE,OPEN,50000.0,16,WEEKS,1,42,4,1,1,2,0,37.5,20,9,0,15,14,17,4,8,5,5,4,4,4,67.58,74.77,58.21,4,0,0,0,69.68,SUCCESS,2,0,50000.0,1,0,0,0,0,0,0,1,1,0,5,Average
846,student0846@student.hitech.lk,ACTIVE,STUDENT,5,DS-ML-210,ACTIVE,Digital Marketing,ACTIVE,OPEN,45000.0,10,WEEKS,2,84,8,7,0,0,1,96.88,8,9,1,16,1,5,2,3,0,5,4,4,4,62.24,72.0,40.61,3,1,0,0,68.84,FAILED,0,1,0.0,1,0,0,0,0,0,0,3,2,1,16,Average
267,student0267@student.hitech.lk,ACTIVE,STUDENT,5,DS-ML-210,ACTIVE,Digital Marketing,COMPLETED,OPEN,45000.0,10,WEEKS,2,212,8,3,2,3,0,50.0,8,9,1,16,1,5,2,3,0,5,4,4,4,72.02,77.3,64.26,4,0,0,0,70.2,SUCCESS,1,0,45000.0,1,1,1,0,0,1,0,0,0,0,14,Average
777,student0777@student.hitech.lk,ACTIVE,STUDENT,5,DS-ML-210,ACTIVE,Digital Marketing,COMPLETED,OPEN,45000.0,10,WEEKS,2,224,8,5,0,3,0,62.5,8,9,1,16,1,5,2,3,0,5,2,2,2,54.18,58.7,49.66,1,1,0,0,58.24,SUCCESS,1,1,45000.0,2,1,0,0,0,0,1,1,1,0,20,Medium
104,student0104@student.hitech.lk,ACTIVE,STUDENT,5,DS-ML-210,ACTIVE,Digital Marketing,ACTIVE,OPEN,45000.0,10,WEEKS,2,46,6,3,1,2,0,58.33,8,9,1,16,1,5,2,3,0,5,3,3,3,63.96,71.49,50.51,3,0,0,2,63.29,PENDING,0,0,0.0,1,0,0,0,0,0,0,0,0,0,33,Medium
31,student0031@student.hitech.lk,ACTIVE,STUDENT,9,DM-SEO-101,ARCHIVED,Software Engineering,ACTIVE,OPEN,30000.0,12,WEEKS,2,55,6,3,2,1,0,66.67,13,2,0,5,10,13,4,6,3,5,3,3,3,75.01,85.2,67.25,3,0,0,1,70.74,SUCCESS,1,0,30000.0,1,0,0,0,0,0,0,0,0,0,10,Average
610,student0610@student.hitech.lk,ACTIVE,STUDENT,8,BM-MGMT-201,ACTIVE,Graphic Design,ACTIVE,ADMIN_ONLY,50000.0,3,WEEKS,2,88,7,6,1,0,0,92.86,7,6,0,10,3,13,7,5,1,1,1,1,0,0.0,0.0,0.0,0,0,1,0,0.0,SUCCESS,1,1,50000.0,1,2,0,0,1,1,0,1,0,1,6,Good
613,student0613@student.hitech.lk,ACTIVE,STUDENT,4,DS-PY-101,ACTIVE,Business Management,ACTIVE,OPEN,50000.0,4,MONTHS,2,102,14,10,2,2,0,78.57,28,5,0,29,4,7,3,2,2,3,3,3,2,82.55,83.45,81.64,2,0,1,1,85.05,SUCCESS,1,0,50000.0,1,1,1,0,0,0,1,0,0,0,6,Good
